gender,income,credit_score,loan_approved
1,66438.80559375786,616.4689895461678,1
1,62514.66640343657,719.6232650032165,1
0,67071.23334579606,637.4976742700524,0
0,51716.65433578543,664.4346814639929,0
0,69493.97726633266,663.0160919385611,0
1,78043.8453127695,643.2845629264726,1
1,52263.83827504152,690.5404136579891,1
0,83212.57801995092,689.6744360276107,0
0,86938.16509643283,562.573401338091,0
0,50808.16964273421,715.2170121439076,0
0,54184.47660096024,566.8754005982163,0
1,79287.98086087358,701.6273102170828,1
1,80016.85184980537,706.3352568413792,1
1,84878.16409009245,595.4516784892401,1
0,90153.06808149524,629.4592856022707,1
0,57345.79158758926,594.7147665757033,0
1,63025.541331923196,639.2539484855632,1
1,54310.21157978209,634.5982857907129,0
1,64036.04940087121,688.983026613467,1
1,74503.09540689304,715.5154373059804,1
0,86918.36795276681,719.7841905394978,0
1,67235.83051445743,621.8915986710849,1
0,63356.819274583475,639.5389063127736,0
0,59753.65655890872,565.8280903889524,0
0,77825.89910172127,609.7064966751906,0
0,97903.98638810433,698.2425816548729,0
1,67036.9684061952,730.7791411774116,0
0,52658.40836222667,588.2825564060039,0
1,90662.41315603608,620.3767870423553,1
1,85228.37234439467,648.6797121520536,0
0,87700.6098860405,664.0080579409804,0
0,68758.92277988946,609.5198240039177,0
1,69610.61863819411,671.2030522232045,1
0,68859.82246038463,626.3080326464542,0
0,76630.55370874362,649.277386456086,0
0,72307.23271796046,677.3142124001849,0
0,67609.11046660946,650.3211134905468,0
1,91000.1203438373,628.1807054736715,1
1,92539.4338566851,644.5195098037085,1
1,95732.38486556291,645.5818520397332,1
1,84730.64831384463,631.4994485058936,1
1,72493.22879524718,637.0601968666449,0
0,62200.705296499844,729.9323585252358,1
1,93097.63449762535,678.045972397062,1
1,62745.964935191456,635.225984098542,1
1,80530.09963309352,684.8477202255368,1
1,69099.91781508959,633.3090255121995,1
0,60431.17234402226,708.656231879332,0
0,79176.77793910948,668.4821096099047,0
0,62866.48602029855,644.6348927997885,0
0,60696.54822234223,672.3858462905139,0
1,54602.15788530121,571.456192396575,1
1,86193.80349040832,593.6616265545098,1
0,69682.26271711613,590.3037496800472,0
1,107448.8208495819,657.1471547381853,1
0,55383.32647570499,736.6257499742546,0
0,63287.254914959085,761.5650073096316,0
0,63740.75525566133,681.9025550720379,0
0,83661.79919645212,675.0422237472228,0
1,73570.56701419572,559.947113292363,1
0,64185.32288655509,622.866310013299,0
1,84118.44764574809,610.610812404588,1
1,77799.13684734536,618.9576200874442,1
0,53303.49578174208,641.5928090707605,0
1,77911.34989347462,626.3954711151437,1
1,91104.47624789659,551.0350094812106,1
0,44602.270508834095,687.3955128058767,0
0,61994.54511220314,596.3628487130097,0
0,49498.1877759124,661.9623432055574,0
0,77925.69943387264,753.7041334874987,0
0,37152.19642824338,604.0307704206789,0
1,66616.17229092617,523.4856238626835,1
1,80658.17812596781,635.6997889059944,1
0,83482.86043851511,705.0479817499286,1
0,59013.746083905186,747.9173727110297,0
1,66672.00709960202,588.5225202773792,1
0,88217.35604160884,674.8349611618261,0
0,38279.79149375634,626.7344771609974,0
0,27017.910650698774,644.7025822847933,0
1,81600.21675079998,782.2171673508517,1
0,52469.18663471083,574.8514835802423,0
1,59681.5077430393,662.6869830747287,1
1,85625.3467094903,673.3846585882717,1
0,63657.010706567984,704.2893162469674,0
1,66538.82053894908,654.8991576735448,1
0,40795.43401993658,665.4025269752051,0
1,88086.85992420217,630.4175716289104,1
1,84753.01766937991,663.4563470622554,1
1,73512.36204330926,632.8403862251295,1
0,87699.554940715,681.0785944928025,0
1,58948.72850510771,631.5194831978183,0
0,37117.12243612892,668.8550196951094,0
0,49621.378951781335,648.536859315751,0
0,59316.209754667536,706.3025125386084,0
1,78650.09173984037,647.4303138205756,1
1,71381.45913215505,561.3483765896559,1
0,65280.83094771445,713.0960750356996,0
1,56226.90863714334,604.713384956869,1
0,81656.46906109889,617.311683067559,1
1,73767.73232411146,620.2169352978254,1
0,76759.43747382192,718.7219046585409,1
1,80140.88019566555,543.2162893010652,1
0,66851.29828730675,806.8874266829997,0
1,83546.50920348306,702.8028404533026,1
0,66715.62840025972,661.161945706458,0
0,69640.84139801316,647.2552999691857,0
0,79937.28795198648,664.2777037428829,0
1,77947.81754552206,676.0561214189669,1
1,85635.05636382768,682.2607792975028,1
0,58653.964585691596,677.7802233001725,0
1,96601.75823174209,654.4790340627625,1
1,64854.115469110955,640.1330789846337,1
1,102014.10649366223,642.4363358173244,1
1,74397.63074033485,640.2545859823659,0
0,38538.37346822928,706.6885048433533,0
0,61921.56622366184,679.6778361140431,0
1,64784.22513787678,502.980568266786,1
1,87609.65323483085,682.795038826488,1
1,65210.640310464136,659.7368097359388,1
0,53307.248501778304,649.0645621777052,0
0,31656.889035817036,630.5740773455557,0
1,68215.40521126385,706.2056359993006,1
1,38641.81010056565,697.3763231061429,0
1,51241.45764771415,611.3561166088195,1
1,86406.21984216446,670.3526143562268,1
1,86787.00237976249,601.4171632729357,1
0,66381.86342677448,581.0190917605535,0
0,45495.3578530618,618.6641387705017,0
1,74284.3296578703,693.119673619138,1
1,74945.96191364148,697.6562522688043,1
0,42624.52966211186,675.6542710048647,0
0,82550.97452650726,686.2547893423998,0
1,88160.43435863507,675.8089143557479,1
0,56685.53739255504,617.9259202388524,0
0,60403.28758491796,671.5961272336971,1
1,78125.74211921329,690.0204762613841,1
1,44373.97697363564,687.7145664906787,1
1,71292.33926219105,709.4456685737322,1
0,49770.23628003302,685.4151923600532,0
1,59975.69985157627,667.5724103770791,1
0,55783.495606710676,703.5075119158214,0
0,86965.29790274284,648.673937037547,0
1,84612.64291900514,605.9062674386141,1
1,66432.31515325805,641.8466518028118,1
1,83588.74172034238,612.7548677596775,1
1,95990.33154879004,616.2410862512809,1
1,88869.50524369153,642.7740664642241,1
0,60894.45554880261,610.3790039500019,0
0,50295.94833441639,634.601923518048,0
0,70473.34970420385,555.3192666523107,0
0,65902.28078132625,660.6646853686469,0
1,88427.89830041598,650.0602737681112,1
0,69527.57702522955,609.1455684465905,0
1,90743.29072979002,682.9622834216202,1
1,66971.47182659147,696.8785068813279,1
1,94760.91098451489,569.6220067815512,1
1,77963.99407038599,611.8637610716893,1
1,106128.91308937898,611.5428825106351,1
0,49662.18272865648,603.0048449445568,0
0,86039.45704747873,691.4737420965874,0
1,77968.66175193971,640.3086930613598,1
0,50228.72994578327,636.7742579344695,0
0,52741.71248918518,549.8068817796623,0
1,70194.7903770852,681.7709015104613,1
0,66362.48919602875,588.0370802573264,0
1,82842.5323205325,652.9966315133164,1
1,66394.49994092132,663.8688468979096,1
1,74634.68111608527,718.0329297919326,1
0,92134.05537917795,584.5589800440443,1
0,85913.14755151067,499.0243922089587,0
1,81544.85504511048,659.1924772376848,1
0,60570.05217252301,740.0255590755427,0
1,76800.46990077393,711.9473176469719,1
1,84202.76959095625,660.4829707637313,1
1,59658.111522023915,625.4181907183977,1
0,56139.35193864982,690.3561298318655,0
0,34971.238891836154,601.3226900147765,0
1,80988.34683907918,673.8178884678109,1
0,69707.93909554112,675.2735079583314,0
0,52752.20306550939,703.010495374944,0
1,98609.80144935049,787.983001945554,1
1,56613.51505496488,669.6207983589384,1
1,53034.376796852695,624.551818714625,1
1,78366.77727839959,648.7212843904002,1
0,75706.47453918232,561.5462047555441,0
1,100258.91537186803,615.2643434455471,1
1,68116.73605696589,629.5358780943448,1
0,76180.21250146943,623.7955801032704,0
1,74422.3729574894,657.6177436016861,1
1,72410.59050088772,608.87900338089,1
1,88254.89906230009,706.0515333662236,1
1,84784.84317620129,650.0103532459099,1
1,51354.117645236256,649.5349839430693,1
0,82148.10524588844,633.6052641743541,0
0,80701.37031221177,657.759534192949,1
1,65616.55947735706,691.2549132333818,1
1,80937.05300156113,606.643489214455,1
1,82410.45279424108,617.0941755462371,1
1,78910.1064873586,634.8136985611668,1
1,66745.4226923187,582.7064538263393,1
1,64925.64948092923,609.0371070139252,1
1,74616.68893512833,626.188956322767,1
1,92590.93528889047,693.7194590356364,1
1,83154.00231891648,663.1280664500963,1
1,69440.78501870841,659.6794955683772,1
1,86575.48065972517,692.5448981083986,1
0,17271.86069054887,643.1314105800302,0
0,77231.48550558156,669.5232424964445,0
0,33904.293318328506,644.8389123533752,0
1,69563.38587895302,663.2681174699815,1
0,43204.95158060784,620.8620671194209,0
0,40579.77786418641,528.0591420861786,0
1,92412.4018106778,643.2860418906848,1
0,52984.48198032163,721.137406804997,0
1,80197.55822596073,696.3107701120796,1
0,59296.19131681224,698.2698742295586,0
0,67155.61240834682,711.8065360903109,1
1,76152.32836590383,654.4328795480719,1
0,40755.11663717146,659.8657853702798,0
0,74944.0022917071,619.1174052282825,0
1,67593.65125258031,634.1963571986475,1
1,51651.271520103735,680.7885574885571,1
0,53578.27258551131,710.1942218584409,0
1,97511.39685951466,643.02768621595,1
0,72753.3261317024,627.4905367574294,0
0,54770.21798388211,650.0263979428298,0
1,69761.13443522356,680.0603374464557,1
1,70175.47423173927,577.8072591933229,0
1,106151.21975341262,535.1909523431381,1
1,80729.0317834733,622.4731575254208,1
1,81450.62470786604,588.964378704292,1
1,90454.25181047764,624.5929901176345,1
0,63581.8373853977,642.6109840591264,0
1,71114.36781268945,627.3375795488494,0
0,57054.75226372533,722.6233767235373,0
0,58925.98110878904,666.337238230116,0
0,59441.66645235238,665.0237179805414,0
0,70914.4431545547,681.1103572021701,0
1,75779.18828710949,593.0583441109616,1
1,85989.6011582337,701.9555893710134,1
1,73789.25129837127,646.211785673227,1
0,61179.52785474136,683.5240308620606,0
0,30026.989732018385,596.4071383479923,0
0,73744.91512053722,572.3120616991968,0
0,65197.32713846989,690.8944829012514,0
1,89970.15164789479,668.8204763048758,1
1,31556.169327094663,604.8974222821245,1
1,106325.62057171091,606.5168459362653,1
0,57906.15557767239,706.2717392207385,0
1,91622.74225106275,590.5294053566336,1
1,59401.411093117036,732.1336476627981,1
1,84191.60857593855,604.9689632676066,1
1,59198.76655239516,681.9195962804191,1
0,50643.465589562926,633.5690762125507,0
0,88710.4703080018,680.1593715541171,0
0,57139.7639885498,622.7942998942904,0
1,78261.49309769584,641.8603546963853,1
0,73051.01596033131,652.045958769786,0
0,67435.22831958906,599.8906272109264,0
0,62256.28357715365,687.0412172710063,0
0,65474.41503699338,624.3393216764207,0
1,111051.23377857413,638.570004232999,1
1,74135.71804449623,600.2825312695744,1
0,63016.485700724515,521.8833170602345,0
0,75759.81594011417,640.4486118699915,1
0,76582.88899436976,770.6307710806458,0
0,77805.4545834057,689.2302143949012,0
0,69580.95333043777,649.0369810132803,0
0,42854.92630904275,636.8554585395866,0
0,84501.47298451644,651.1232946406024,0
1,57804.81910471968,677.3559557587605,1
1,79539.5319785855,590.9593592345577,0
0,48685.86224970963,705.7160847334436,0
0,59037.92480110511,685.7690657720622,0
1,79931.43615455221,685.9092862853968,1
1,79820.3582317541,671.9237869404864,1
1,81328.81131352927,650.9808328846995,1
1,99205.6690358797,683.643061798341,1
0,66803.0145227097,679.5907066870689,0
0,56337.65047064027,632.2979644529488,0
1,89461.30752432536,621.319911355155,1
0,77842.05733386961,655.0928147630993,0
1,56585.882772945115,727.4510075747594,1
1,83961.00104774786,588.044646217305,1
1,85517.59113466347,576.623736712378,1
0,55536.54744960012,658.2380420618258,0
1,95635.6021996743,652.5443850928009,1
0,57749.1661945121,658.6670832185204,0
1,76883.64680207314,662.197659895425,1
1,72403.92263574195,638.8398872682598,1
0,60233.685713722014,724.4931719301042,0
1,58555.87369657197,569.9548010761742,0
1,53399.23676108559,608.5751487609878,0
0,83917.57594837458,644.8372619925476,0
0,47295.57977522508,567.8405594422916,0
0,45129.114758155396,641.2072797783965,0
0,27699.148295944276,733.073508286401,0
0,50415.57378465746,651.0443244147981,0
1,55153.653098887524,661.5350452859342,1
0,84630.22740204554,586.991761741371,0
0,75147.25634013952,619.1819295980262,0
1,64677.74482233414,631.2401809838032,0
0,93786.53708016463,634.1142451621884,0
1,89726.48230487392,714.0821897501885,1
0,55127.529247370665,677.8845530362562,0
0,22508.9142768964,594.4271021531484,0
1,109364.13858886113,662.3252389216002,1
1,54156.41299854606,674.9110874248393,1
1,50319.018795646625,707.0074519260634,1
1,90338.5564801446,729.0270343284187,1
1,111596.28609508909,599.2452904086066,1
0,80764.09227765776,609.4571244394831,0
0,68458.63680078539,587.1211070542691,0
1,83921.31512497929,638.2990070446509,1
1,87801.23338170462,673.3179187223167,1
1,86383.92884680147,699.366725829455,1
0,64217.87135954064,646.2024488178739,0
0,61563.01655927814,634.0076238372578,0
1,74061.10308150717,657.587899612437,1
0,48690.531166999855,608.2428549184989,0
1,70789.87384699838,754.4769360847387,1
1,49605.64778706922,569.6169486440971,0
0,58524.90559807875,659.2370289447862,0
1,60171.133392736236,751.180310961482,1
1,58446.160241763435,650.3399922279999,1
0,62698.41226730218,640.4980482499253,0
1,95880.034295169,632.1277288594787,1
1,88774.74909003469,640.9804159118796,1
1,51442.490945652346,718.6424237338265,1
0,45155.57795144494,539.4069044335247,0
1,89111.56781982323,726.6716850648163,1
0,45262.68909692536,578.8021423774927,0
0,56630.50275004463,636.6673835382793,0
1,83250.78148536828,628.5377789850669,1
0,45474.83317704547,679.427663488536,0
0,61580.6325921894,570.0937824058126,0
1,54989.617576226934,673.1086333040971,1
1,65979.4853407318,751.2154811643426,1
1,79796.72901213806,581.8412997703595,1
1,51105.09399702496,659.4853083805198,0
0,66607.12106940598,616.9008911101696,0
0,59705.433016099785,671.2943603096518,0
0,68287.34931625721,650.9573888707876,0
1,78358.71201096993,617.9256545477845,1
1,95462.10644960766,674.3936142435537,1
1,76878.3675397186,740.2174054893371,1
1,68558.91688312122,640.4548104136351,1
0,61834.46254548425,685.9878971074091,0
0,68149.47043554582,585.3363521064418,0
0,60732.901054885566,602.1781811590996,0
1,75608.87536805824,673.6203138940189,1
0,49470.12468289867,724.2058014267982,0
1,65056.48623673578,667.780667439283,1
0,38960.920923004596,634.3470984738423,0
0,86243.65114780409,649.9645702711678,0
0,41342.051469130725,587.4796133015142,0
1,64606.42203306139,680.2257663177684,1
1,64223.89101646204,694.1166531161705,1
0,73423.86565416661,627.3954833583459,1
0,55575.75482561958,626.4978926120249,0
1,93716.131090106,663.2939114826024,1
0,49897.640636341974,628.1640131979702,0
1,79184.91243335704,646.6933692687089,1
1,62469.794201103636,754.9860894583258,1
0,92177.23691660083,637.6487149627002,1
0,42186.023714557305,632.0829923989389,0
1,79647.31065340541,617.622909718242,1
0,69506.65321398148,687.2095985749968,1
0,66206.98646177247,640.9387913390949,0
1,72220.68511683439,617.5313480839287,1
1,73052.68950399861,716.0652016136506,1
1,75657.17207968664,720.9801502256819,1
1,72794.96997557266,619.9788217130647,1
0,74458.18675192364,556.6730024319692,0
0,93157.84502387026,700.3756844918461,0
1,66637.6232248825,615.7685087119999,1
1,54452.95530631383,689.5312799581384,0
0,58675.76927473118,551.4948091144082,0
1,113695.64006481477,694.6298669149654,1
0,47944.88148045404,589.441403535961,0
0,84586.75208166102,686.5382059533263,0
0,85165.51221114662,650.7136533918217,1
0,51696.176374380084,602.3030290301677,0
0,68534.74618777914,629.648184353661,0
0,84425.94934692807,684.315922847835,1
0,54313.08388518769,655.2947226557617,0
1,71946.29459846456,679.2206490236242,1
1,66274.78629077034,748.8220292257743,1
1,59778.649039607,571.7879194144474,1
1,65260.83682400989,730.8606287484312,1
0,41640.89599856615,655.2177968761606,0
0,60511.25202388839,605.0607975838436,0
1,63450.40153412038,583.4843187130505,1
0,63506.788676861215,640.5439804611483,0
1,51661.56530694559,696.082505596223,0
0,64963.20348321686,643.6225439811233,0
1,87502.93442413387,725.5577465123674,1
0,30093.96536142817,577.441215497422,0
1,80610.84854771358,649.3955526076973,1
1,93415.03488709938,587.380327779344,1
1,56855.38471963192,668.1815941312484,1
0,85088.58580256555,694.344369504865,0
1,81285.28514049068,628.9619103159473,1
1,64424.82216362387,519.7893071686433,1
1,74163.4638351344,659.9474073398247,1
1,83374.90368782583,671.8369275866755,1
1,76140.08087118618,670.2147377480849,1
0,68081.33988669554,711.7891095911077,0
1,61189.89610380951,596.4473160175476,1
1,77540.41236054117,684.0108052725225,1
1,53794.2825464253,709.6253756238988,1
0,58331.60907976949,561.0706207996742,0
0,46441.38537802815,665.9825912959489,0
1,63967.050861153504,624.7910084496165,1
1,93541.39762815656,645.9238663449177,1
0,76369.65180891403,667.3838241769168,0
1,84137.07181360766,625.6385717943224,1
0,43615.308529911315,616.2145960419194,0
0,55253.87325457797,651.7076208744012,0
0,78196.46549968775,595.6377030568599,0
0,62125.753704598574,595.7087435557407,0
1,109789.94309972541,683.9686641478252,1
0,65899.76759091558,592.5602982420672,0
1,77880.73674735047,683.3156250454606,1
1,70363.25303696247,673.1295646426976,1
1,77003.11357173423,563.7096635604702,1
1,72712.95245429184,616.1217673832173,1
0,70621.63015032886,709.7054701523687,0
1,89350.53475191876,600.9417234430159,1
1,63210.158092380756,626.7797868845306,0
0,40031.50569663333,673.1030446625948,0
1,47456.91940345055,689.1695254641297,1
1,82619.86990368816,637.4230556977752,1
1,58449.50090739189,620.1244902654179,1
1,42706.641105712755,721.1184930849254,1
1,80828.67906796446,736.9449831898789,1
0,97394.99276149186,698.9429025390898,0
1,74908.9363269016,654.2659071282512,1
1,87577.36161677462,609.5867139179537,1
0,61227.440378213476,608.4777796721718,0
0,58516.65520213286,676.1257052632878,0
0,73786.14724481653,670.9199110444342,1
1,70645.88183717022,720.0799296473215,1
1,79010.88471107854,682.522504626807,1
0,64825.467092940205,574.845984912009,0
1,64978.64319535427,702.597380886146,1
0,74880.63524304784,600.0969686342794,0
1,72375.60364956886,630.8014364023825,1
1,63663.82260760733,662.5100103125848,1
1,83047.64765355605,749.7833744891982,1
0,46522.98027313444,805.4959278002681,0
0,60422.717360536924,680.3361529568091,0
0,59863.21505033695,640.8401690639806,0
0,76288.43348747367,676.7252824240275,1
1,82120.47349319929,694.3827712936918,1
1,74624.59561882284,633.9666187221404,1
1,87266.4944880043,739.7605677956161,1
1,95853.1132352597,661.50353795957,1
1,83367.15459527794,674.8871544545697,1
1,75155.28929765071,683.296212602723,1
1,55322.45651474761,671.0793305307228,1
1,59023.29505386941,691.9470250234806,1
0,55421.629434679984,619.1373406726539,0
0,50857.31696761075,622.0849123026985,0
0,57195.43045521831,594.9922883514153,0
1,75849.74887345661,671.9750615310113,1
1,82945.39131535096,688.9468251756057,1
0,58942.518329113635,672.8886433075943,0
1,82297.52465739303,733.7246216673768,1
1,75967.1162221518,649.7201990585477,1
0,30368.00150469193,683.4370827796256,0
0,45909.96909271869,595.4149561930343,0
1,72838.68666417577,630.6450148762799,1
1,56854.578857383385,684.7768878782889,1
1,83998.93094994307,692.4551055371572,1
1,97961.26248515546,635.3016526167909,1
1,93281.42777545974,646.4200374070966,1
1,71798.35693604688,574.1063126659595,1
1,97360.89205274929,632.1485399596695,1
1,77230.01185803168,694.5191581759893,1
0,54943.71043322941,678.7602508053283,0
0,50798.960046885906,675.0332860690605,0
0,55462.95470267808,652.488684359048,0
1,69177.34772188157,650.3531579314089,1
1,77556.24333563232,616.9839430263277,1
1,77408.60971574797,684.9414210101268,1
0,60045.69030230122,671.0486472194694,0
0,66554.07254619525,674.60094239964,0
0,77859.69412179512,623.698257866621,0
0,74243.31203161986,542.3328540064377,0
1,52726.53047325145,704.8576355876847,1
0,21691.182976470678,626.0581271995798,0
0,74014.79866858911,606.861211797844,1
1,54496.81952376869,684.6739455956997,1
0,56628.518971609745,630.3993680040435,0
1,57448.304609109604,702.996819202331,1
1,47970.293436299704,680.8502974788348,1
0,68121.94092307182,684.1784661600238,0
1,86387.3274045397,581.7022144399733,1
1,66352.3439890992,710.5971992693201,1
1,36134.36561782635,663.0625265616928,1
0,51806.33327621276,631.5361430376898,0
1,80877.0600810382,657.1694233671126,0
0,37816.32646838807,561.188238355084,0
0,62750.39879668733,670.4326405740335,0
0,59770.35226240507,598.5314245908964,0
1,83689.37249401632,582.3664857078232,0
0,61793.705526212296,573.8820406891055,0
0,45403.96588677667,705.6344187494963,0
1,92948.57252496737,618.5368303153606,1
0,57622.05640459545,726.686385495825,1
0,59590.43190735102,623.2099268473851,0
0,46000.98061390206,564.6321021203527,0
0,53350.766232127346,594.173778002567,0
0,46727.95928959649,711.790581000347,0
0,57405.809101148654,642.2050911031666,0
1,100675.62720213515,622.58563517547,1
0,39421.48285602966,658.0009112926393,0
0,35796.57903184889,675.0891368083772,0
1,97067.55491240413,705.8699407951231,1
0,56860.14484272201,722.4249614946464,0
1,64963.908920101254,632.0115677105457,1
0,75598.57031094114,583.6976156958981,0
0,50915.766903947035,629.3267419438362,0
0,87390.14570320403,663.0140253291443,0
0,70168.88807008904,601.8120536894695,1
0,52681.32887781446,602.1424542552479,0
0,92359.62319898256,667.1893940774943,0
0,50914.27615494993,647.5673824214774,0
0,71131.4305801396,651.6398497705793,0
0,64489.38870609738,612.0752332649965,0
0,79526.11934098197,638.4799642897117,0
0,83422.66795090279,603.7883427865847,0
1,75480.0622359865,694.5099205562393,1
1,63698.73194480725,701.7624667361877,1
0,66899.58214408674,557.6906068880953,0
1,64834.26945371841,603.5244569903795,1
1,105200.80871289935,575.173537245496,1
0,62048.02996624106,617.4988032796551,0
1,69520.17673031837,645.8281015104819,1
1,77770.20458797363,577.5177390150735,1
0,39793.10565705455,603.9070093437343,0
0,45425.789422340225,599.802131395925,0
1,93006.20861916638,660.3633664699472,1
1,65146.58581542906,653.4672168518125,1
0,44296.3352597709,613.9131223331374,0
0,68049.79128790929,658.84104360697,0
0,77785.56231994496,622.6659957706368,0
0,70784.29965997601,636.4172444836973,0
1,89940.71528708725,733.6726045149269,1
0,48648.073671458085,717.0230525895174,0
0,38672.83999887234,585.0209381536201,0
1,97520.0047793323,691.4866208939587,1
0,55159.802417367966,690.5698277245796,0
0,56237.50475317429,592.5868355623691,0
1,94922.91212773586,690.938882187743,1
1,83343.4501410099,726.8965959206276,1
1,81838.31658122412,593.8727596877793,1
1,107475.03517351625,604.1248589492868,1
0,50347.22654429785,700.8830733421751,0
0,73917.60192121856,663.5747655412824,0
1,75855.19687345627,677.5738137619761,1
0,64028.88418294885,667.0294608200248,0
0,82927.02639618798,669.5347960464072,0
0,67617.53634434435,583.6763935844458,0
0,68074.4411857445,702.3658853310724,0
0,76087.61005964704,708.4794996213886,0
0,54525.70905685672,638.5304627965986,0
0,47411.85498991491,647.8261525093069,0
0,44327.862089684495,573.4446248722139,0
1,45504.65115935997,675.7127378008918,1
1,105843.10694910484,678.6028720857072,1
1,58451.87451417475,646.8904491500344,1
1,71681.19564621343,706.2176679935251,1
0,55847.80050166619,633.296138451003,0
0,64611.10046713651,678.23029629468,0
1,87236.05818808945,599.0167830653942,1
1,87907.10232539618,648.8223924562881,1
1,66253.83842146592,641.2822871048583,1
0,57493.174293203825,661.2653961020471,1
0,64238.69925732449,631.5236535583321,0
0,56269.633107246795,643.4263702164166,0
0,84110.18364029989,691.3023585720753,0
1,82364.62427457377,628.1617881380892,1
1,86023.16679074726,569.671144963066,1
0,69943.21903001118,737.479195210271,0
1,92602.10786227987,719.0727039345243,1
1,77715.32338055561,585.386865244719,1
0,40547.5207806623,684.4853902622597,0
0,65995.31927628962,624.8512614724328,0
0,50229.64659312257,663.1743607665529,0
0,52070.74977375365,664.7112064506747,0
0,68795.4602813264,638.2796099841839,0
0,78574.24607150453,610.8117167206801,0
0,60319.073651040926,615.472947384187,0
0,64632.49518898446,604.1904042259379,0
1,100533.22416952858,608.4088895884778,1
0,63611.297692328524,646.6410854975322,0
1,114025.24671270592,614.2120005444624,1
0,68482.64468447317,684.102603285631,0
1,48588.55861266273,724.3623077667963,1
0,71300.12431656799,620.9973379314979,0
0,65717.37577324167,661.9702250267688,0
1,94346.29131124119,674.9842555151467,1
1,85097.72026904937,673.6001135459637,1
1,72923.1602402434,653.7977633958044,1
0,41635.526455659514,687.1341209179861,0
0,56864.65114070962,674.1124476340328,0
1,62242.1931868605,588.1168788836351,1
1,66292.14825292915,693.4578032194637,1
1,83828.67606630914,694.3645418633371,1
1,100048.56756527109,611.8356947910709,1
0,65920.07294734471,651.8968917723801,0
1,57061.754069472234,684.1664496405534,1
0,66669.0400233021,639.534309021032,0
0,77949.47229968477,703.6489023883006,0
0,50853.25643520927,768.193624730968,0
1,72989.74249990624,610.7006983682509,1
0,60220.32292093796,580.9477698423112,0
0,48226.5253037664,665.1909297802438,0
1,84724.20650765789,686.0781252563072,1
0,58185.77777088327,638.4566813077615,0
1,81292.98665860541,722.6630331660517,1
0,46687.6173329685,583.0697100138376,0
0,53438.125495148844,684.6459311515805,0
1,85835.72036741656,619.7069589620553,1
0,54407.502718623495,735.9688953103648,0
0,85904.45776850107,749.625767658406,0
